legal company name,legal company short code ,legal company pg number,itsm tool name,id itsm tool,secondlevelsupport Itsm tool,thirdlevelsuppert Itsm tool,asset type,ip address,fqdn,hardware name,hwSourceSystem,operating system & version,asset criticality,business service name itsm tool,asset manufacturer,asset model,timezone,system environment,asset lifecycle status,hardware contact name & email adress,IT provider name,data center name,data center city,data center country,application name,applicationID ,application confidentiality,application integrity,application availability,application pci scope,application vulnerability scan frequency,application internet exposure,application legal criticality ,application contact  e-mail address,application contact phone
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.43,lidozrhv143.lidozrh.ch,lidozrhv143,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.102,lidozrhv02.lidozrh.ch,lidozrhv02,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,physical server,10.237.89.111,lidozrhs01.lidozrh.ch,lidozrhs01,Dell Inc. PowerEdge R340,Microsoft Windows Server 2019 Standard x64,,Quest KACE,Dell Inc.,PowerEdge R340,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,LSYFN Active Directory (LIDOZRH),APP-17974,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.126,lidozrhv26.lidozrh.ch,lidozrhv26,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.137,lidozrhv37.lidozrh.ch,lidozrhv37,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.89.145,lidozrhv45.lidozrh.ch,lidozrhv45,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN Kairos Application,APP-20390,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.113,lidozrhv113.lidozrh.ch,lidozrhv113,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.150,lidozrhv150.lidozrh.ch,lidozrhv150,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.89.160,lidozrhv60.lidozrh.ch,lidozrhv60,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN AMDB Applications,APP-20237,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.170,lidozrhv70.lidozrh.ch,lidozrhv70,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.89.162,lidozrhv62.lidozrh.ch,lidozrhv62,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN Kairos Application,APP-20390,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.89.140,lidozrhv140.lidozrh.ch,lidozrhv140,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN Hermes Applications,APP-20360,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.138,lidozrhv121.lidozrh.ch,lidozrhv121,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.194,lidozrhv94.lidozrh.ch,lidozrhv94,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.202,lidozrhv102.lidozrh.ch,lidozrhv102,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.188,lidozrhv88.lidozrh.ch,lidozrhv88,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.81.179,lidozrhv173.lidozrh.ch,lidozrhv173,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.81.224,lidozrhv104.lidozrh.ch,lidozrhv104,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN AMDB Applications,APP-20237,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.223,lidozrhv103.lidozrh.ch,lidozrhv103,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.178,lidozrhv78.lidozrh.ch,lidozrhv78,VMware Virtual Platform,Microsoft Windows 10 Enterprise LTSC,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.177,lidozrhv77.lidozrh.ch,lidozrhv77,VMware Virtual Platform,Microsoft Windows 10 Enterprise LTSC,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.24,lidozrhv124.lidozrh.ch,lidozrhv124,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.93.70,lidozrhv10.lidozrh.ch,lidozrhv10,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.192,lidozrhv92.lidozrh.ch,lidozrhv92,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.14,lidozrhv04.lidozrh.ch,lidozrhv04,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.199,lidozrhv199.lidozrh.ch,lidozrhv199,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.80,lidozrhv163.lidozrh.ch,lidozrhv163,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.81.11,lidozrhv01.lidozrh.ch,lidozrhv01,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.234,lidozrhv131.lidozrh.ch,lidozrhv131,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.143,lidozrhv192.lidozrh.ch,lidozrhv192,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.203,lidozrhv203.lidozrh.ch,lidozrhv203,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.28,lidozrhv128.lidozrh.ch,lidozrhv128,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.122,lidozrhv122.lidozrh.ch,lidozrhv122,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.165,lidozrhv65.lidozrh.ch,lidozrhv65,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.150,lidozrhv50.lidozrh.ch,lidozrhv50,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.105,mail.lidozrh.ch,mail,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.147,lidozrhv47.lidozrh.ch,lidozrhv47,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.146,lidozrhv46.lidozrh.ch,lidozrhv46,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.225,lidozrhv115.lidozrh.ch,lidozrhv115,VMware Virtual Platform,Ubuntu 24.04.4 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,nav-data.standards@lhsystems.com,nav-data.standards@lhsystems.com,virtual server,10.237.81.48,lidozrhv164.lidozrh.ch,lidozrhv164,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.183,lidozrhv83.lidozrh.ch,lidozrhv83,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.77,lidozrhv161.lidozrh.ch,lidozrhv161,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.129,lidozrhv29.lidozrh.ch,lidozrhv29,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.191,lidozrhv91.lidozrh.ch,lidozrhv91,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.29,lidozrhv129.lidozrh.ch,lidozrhv129,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.23,lidozrhv123.lidozrh.ch,lidozrhv123,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.177,lidozrhv137.lidozrh.ch,lidozrhv137,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.137,lidozrhv136.lidozrh.ch,lidozrhv136,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.65,lidozrhv153.lidozrh.ch,lidozrhv153,VMware Virtual Platform,Ubuntu 24.04.4 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.178,lidozrhv158.lidozrh.ch,lidozrhv158,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.79,lidozrhv162.lidozrh.ch,lidozrhv162,VMware Virtual Platform,Ubuntu 24.04.4 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.140,lidozrhv184.lidozrh.ch,lidozrhv184,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.75,lidozrhv160.lidozrh.ch,lidozrhv160,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.73,lidozrhv159.lidozrh.ch,lidozrhv159,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.67,lidozrhv157.lidozrh.ch,lidozrhv157,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.61,lidozrhv151.lidozrh.ch,lidozrhv151,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.63,lidozrhv152.lidozrh.ch,lidozrhv152,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.232,lidozrhv112.lidozrh.ch,lidozrhv112,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.231,lidozrhv111.lidozrh.ch,lidozrhv111,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
